id_cliente,cancelamento,genero,idoso,possui_conjuge,possui_dependentes,meses_como_cliente,servico_telefonico,multiplas_linhas,servico_internet,seguranca_online,backup_online,protecao_dispositivo,suporte_tecnico,tv_streaming,filmes_streaming,tipo_contrato,fatura_online,metodo_pagamento,custo_mensal,custo_total,contas_diarias
3131-NWVFJ,0,0,0,1,1,14,1,0,No,No internet service,0,0,0,0,0,One year,0,Mailed check,19.55,294.0,0.6516666666666667
3132-TVFDZ,1,1,1,1,0,57,0,0,DSL,No,0,0,0,1,1,Month-to-month,1,Electronic check,44.85,2572.0,1.495
3133-PZNSR,0,1,0,1,1,72,1,1,Fiber optic,Yes,1,0,1,0,1,Two year,1,Credit card (automatic),97.75,6991.0,3.2583333333333333
3134-DSHVC,0,0,0,0,0,63,1,1,Fiber optic,Yes,1,1,0,1,0,Two year,0,Credit card (automatic),98.0,6218.0,3.2666666666666666
3134-JCVOE,0,0,0,0,0,3,0,0,DSL,No,1,0,0,0,0,Month-to-month,0,Mailed check,29.2,98.0,0.9733333333333333
3137-LUPIX,0,0,0,0,0,4,1,1,DSL,No,0,0,1,1,0,Month-to-month,1,Mailed check,64.4,253.0,2.146666666666667
3137-NYQQI,0,1,0,1,0,17,1,0,DSL,Yes,1,0,0,0,1,One year,0,Mailed check,64.8,1175.0,2.1599999999999997
3138-BKYAV,1,1,0,0,0,6,1,0,Fiber optic,No,1,0,0,1,0,Month-to-month,1,Electronic check,85.35,489.0,2.8449999999999998
3143-ILDAL,1,1,0,0,0,56,1,1,Fiber optic,No,1,0,1,0,1,Month-to-month,1,Electronic check,94.45,5124.0,3.1483333333333334
3143-JQEGI,1,0,0,1,1,13,1,0,Fiber optic,No,0,0,0,1,1,Month-to-month,0,Electronic check,88.35,1222.0,2.945
3144-AUDBS,1,0,0,1,0,6,1,0,DSL,No,0,0,1,0,0,Month-to-month,1,Electronic check,49.15,270.0,1.6383333333333332
3144-KMTWZ,0,1,0,1,0,71,1,1,Fiber optic,No,1,1,0,0,1,Month-to-month,1,Bank transfer (automatic),93.25,6669.0,3.1083333333333334
3146-JTQHR,0,1,0,1,0,10,1,0,No,No internet service,0,0,0,0,0,One year,0,Bank transfer (automatic),19.6,189.0,0.6533333333333334
3146-MSEGF,0,0,1,1,1,72,1,1,DSL,Yes,1,1,1,1,1,Two year,1,Credit card (automatic),88.05,6425.0,2.935
3148-AOIQT,0,0,0,1,0,69,1,1,No,No internet service,0,0,0,0,0,Two year,1,Credit card (automatic),24.95,1718.0,0.8316666666666667
3148-BLQJT,1,1,0,0,0,1,1,0,No,No internet service,0,0,0,0,0,Month-to-month,0,Mailed check,20.1,20.0,0.67
3154-CFSZG,0,1,0,1,1,47,1,0,Fiber optic,Yes,0,1,0,0,1,Month-to-month,0,Electronic check,90.05,4137.0,3.0016666666666665
3154-HMWUU,0,1,0,1,0,60,1,0,No,No internet service,0,0,0,0,0,Two year,1,Bank transfer (automatic),20.5,1198.0,0.6833333333333333
3156-QLHBO,0,1,0,0,1,2,1,0,No,No internet service,0,0,0,0,0,Month-to-month,0,Mailed check,19.25,48.0,0.6416666666666667
3158-MOERK,1,0,0,0,0,2,1,1,Fiber optic,No,0,0,0,1,1,Month-to-month,1,Electronic check,96.0,174.0,3.2
3160-TYXLT,0,1,0,0,0,53,0,0,DSL,Yes,1,0,0,0,1,Month-to-month,1,Bank transfer (automatic),46.3,2546.0,1.5433333333333332
3161-GETRM,0,1,0,1,1,34,1,1,Fiber optic,No,0,1,0,0,1,Month-to-month,1,Credit card (automatic),90.05,3097.0,3.0016666666666665
3161-ONRWK,0,1,0,1,1,60,1,0,DSL,Yes,1,1,1,0,0,One year,1,Bank transfer (automatic),65.85,3928.0,2.195
3161-PJNCN,0,0,1,1,0,67,1,0,No,No internet service,0,0,0,0,0,Two year,1,Bank transfer (automatic),20.05,1263.0,0.6683333333333333
3162-KKZXO,0,0,1,0,0,55,1,1,Fiber optic,No,0,1,0,1,1,One year,1,Electronic check,100.15,5409.0,3.3383333333333334
3162-ZJZFU,0,1,0,1,1,53,1,0,Fiber optic,No,1,0,1,1,0,Month-to-month,1,Electronic check,92.55,4779.0,3.085
3164-AALRN,1,1,0,0,0,5,1,0,DSL,No,0,1,0,1,1,One year,1,Mailed check,70.0,347.0,2.3333333333333335
3164-YAXFY,0,1,0,0,0,57,0,0,DSL,Yes,0,1,0,1,1,Month-to-month,1,Electronic check,53.75,3196.0,1.7916666666666667
3165-HDOEW,1,1,0,1,1,1,1,0,DSL,No,0,0,0,0,0,Month-to-month,1,Mailed check,45.85,45.0,1.5283333333333333
3166-PNEOF,0,0,0,0,0,61,1,1,DSL,Yes,0,1,1,1,1,Two year,0,Credit card (automatic),86.45,5175.0,2.881666666666667
3167-SNQPL,0,1,1,1,1,38,1,1,Fiber optic,No,1,0,0,1,1,Month-to-month,0,Electronic check,101.15,3741.0,3.371666666666667
3170-GWYKC,0,0,0,0,0,60,1,0,Fiber optic,Yes,0,1,1,1,1,Month-to-month,1,Bank transfer (automatic),104.95,6236.0,3.4983333333333335
3170-NMYVV,0,0,0,1,1,50,1,0,No,No internet service,0,0,0,0,0,Two year,0,Bank transfer (automatic),20.15,930.0,0.6716666666666666
3173-NVMPX,0,0,0,1,1,9,1,1,DSL,No,1,0,0,0,0,Month-to-month,1,Mailed check,55.3,501.0,1.8433333333333333
3173-WSSUE,0,0,0,1,1,71,1,0,No,No internet service,0,0,0,0,0,Two year,0,Credit card (automatic),19.7,1415.0,0.6566666666666666
3174-AKMAS,0,0,0,1,0,46,1,0,DSL,No,1,0,1,1,0,Two year,1,Credit card (automatic),64.2,3009.0,2.14
3174-RKMOW,0,1,0,1,1,35,1,1,Fiber optic,No,1,1,1,1,1,Month-to-month,1,Electronic check,109.95,3782.0,3.665
3177-LASXD,1,0,0,0,0,1,1,0,Fiber optic,No,0,0,0,0,0,Month-to-month,0,Electronic check,71.35,71.0,2.378333333333333
3178-CIFOT,0,0,0,0,0,23,1,0,No,No internet service,0,0,0,0,0,One year,1,Credit card (automatic),19.65,478.0,0.6549999999999999
3178-FESZO,1,0,0,0,0,1,1,1,Fiber optic,No,1,0,0,1,1,Month-to-month,1,Credit card (automatic),100.25,100.0,3.341666666666667
3179-GBRWV,0,1,1,1,0,21,1,0,DSL,Yes,1,0,0,0,1,Month-to-month,1,Bank transfer (automatic),64.95,1339.0,2.165
3181-MIZBN,0,1,0,1,1,16,1,0,No,No internet service,0,0,0,0,0,Month-to-month,0,Electronic check,19.75,313.0,0.6583333333333333
3181-VTHOE,0,1,0,1,0,70,0,0,DSL,No,1,1,1,0,1,One year,1,Bank transfer (automatic),51.05,3635.0,1.7016666666666667
3186-AJIEK,0,1,0,0,0,66,1,0,Fiber optic,Yes,0,1,1,1,1,Two year,1,Bank transfer (automatic),105.65,6844.0,3.521666666666667
3186-BAXNB,1,0,0,0,0,1,1,0,Fiber optic,No,1,0,1,1,0,Month-to-month,0,Electronic check,91.7,91.0,3.0566666666666666
3190-FZATL,0,1,0,0,1,14,1,0,No,No internet service,0,0,0,0,0,Month-to-month,0,Mailed check,19.95,268.0,0.6649999999999999
3190-ITQXP,0,0,0,1,1,46,1,0,No,No internet service,0,0,0,0,0,Two year,0,Bank transfer (automatic),20.25,890.0,0.675
3190-XFANI,1,1,0,0,1,49,1,1,Fiber optic,No,0,0,1,1,1,One year,1,Bank transfer (automatic),100.6,5069.0,3.353333333333333
3191-CSNMG,0,0,0,1,1,3,1,0,Fiber optic,No,0,0,0,1,0,Month-to-month,1,Electronic check,80.7,239.0,2.69
3192-LNKRK,0,1,0,1,1,34,1,0,Fiber optic,No,0,1,0,1,0,Month-to-month,1,Mailed check,84.05,2909.0,2.8016666666666667
3192-NQECA,1,1,0,1,0,68,1,1,Fiber optic,No,1,1,1,1,1,Two year,1,Bank transfer (automatic),110.0,7611.0,3.6666666666666665
3194-ORPIK,1,0,0,1,1,50,1,1,Fiber optic,No,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),84.4,4116.0,2.8133333333333335
3195-TQDZX,0,1,0,0,0,3,1,0,No,No internet service,0,0,0,0,0,Month-to-month,1,Electronic check,20.25,61.0,0.675
3196-NVXLZ,0,0,0,0,0,25,1,1,Fiber optic,No,0,0,0,1,0,Month-to-month,1,Mailed check,84.6,2088.0,2.82
3197-ARFOY,0,0,1,0,0,19,1,0,Fiber optic,Yes,1,0,1,1,1,Month-to-month,1,Mailed check,105.0,2007.0,3.5
3197-NNYNB,0,1,0,0,0,65,1,1,Fiber optic,No,1,1,0,1,1,Two year,0,Credit card (automatic),105.1,6631.0,3.503333333333333
3198-VELRD,1,0,0,1,1,3,1,1,Fiber optic,No,0,0,0,0,1,Month-to-month,1,Bank transfer (automatic),84.75,264.0,2.825
3199-NPKCN,0,0,0,1,0,67,1,1,Fiber optic,Yes,0,1,1,1,1,One year,1,Electronic check,111.25,7511.0,3.7083333333333335
3199-XGZCY,0,0,0,0,0,8,1,1,Fiber optic,No,0,0,0,0,0,Month-to-month,1,Electronic check,75.25,576.0,2.5083333333333333
3200-MNQTF,0,1,0,1,0,67,1,1,DSL,Yes,1,1,1,0,0,Two year,0,Credit card (automatic),70.9,4677.0,2.3633333333333337
3205-MXZRA,0,1,0,0,0,26,1,0,DSL,No,0,0,1,1,0,One year,0,Credit card (automatic),59.45,1507.0,1.9816666666666667
3207-OYBWH,1,1,1,1,0,57,1,1,Fiber optic,No,1,1,0,0,1,Month-to-month,1,Bank transfer (automatic),95.25,5427.0,3.175
3208-YPIOE,1,1,0,0,0,39,1,1,Fiber optic,No,0,0,0,0,0,Month-to-month,0,Electronic check,75.25,3017.0,2.5083333333333333
3209-ZPKFI,0,1,0,1,1,47,1,1,DSL,No,1,0,0,0,0,Month-to-month,0,Electronic check,54.25,2538.0,1.8083333333333333
3211-AAPKX,0,1,0,0,0,20,1,1,Fiber optic,No,0,0,1,1,1,Month-to-month,1,Mailed check,98.55,2031.0,3.2849999999999997
3211-ILJTT,1,1,0,1,0,17,1,0,Fiber optic,No,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),70.4,1214.0,2.3466666666666667
3212-KXOCR,0,1,0,0,0,52,1,0,No,No internet service,0,0,0,0,0,Two year,0,Bank transfer (automatic),21.0,1107.0,0.7
3213-VVOLG,0,1,0,1,1,0,1,1,No,No internet service,0,0,0,0,0,Two year,0,Mailed check,25.35,0.0,0.8450000000000001
3214-IYUUQ,0,0,0,1,0,61,1,0,Fiber optic,Yes,1,0,1,0,1,One year,0,Bank transfer (automatic),93.7,5860.0,3.1233333333333335
3217-FZDMN,1,0,1,0,0,8,1,0,Fiber optic,No,0,1,0,1,1,Month-to-month,1,Credit card (automatic),94.45,742.0,3.1483333333333334
3219-JQRSL,0,0,1,1,0,72,1,1,DSL,Yes,1,1,1,1,1,Two year,0,Credit card (automatic),89.1,6352.0,2.9699999999999998
3221-CJMSG,0,1,0,0,0,24,1,0,DSL,No,0,0,1,0,0,Month-to-month,1,Credit card (automatic),51.1,1269.0,1.7033333333333334
3223-DWFIO,0,1,1,0,0,4,1,0,Fiber optic,No,0,0,0,0,0,Month-to-month,0,Electronic check,69.35,261.0,2.3116666666666665
3223-WZWJM,1,1,0,0,0,26,1,1,Fiber optic,No,0,0,0,0,1,Month-to-month,1,Electronic check,83.95,2254.0,2.7983333333333333
3224-DFQNQ,0,0,0,1,0,66,1,1,Fiber optic,Yes,1,0,1,0,0,One year,0,Electronic check,89.0,5898.0,2.966666666666667
3227-WLKLI,0,0,0,1,1,65,1,1,DSL,Yes,1,1,1,1,1,Two year,0,Bank transfer (automatic),91.55,5963.0,3.0516666666666667
3229-USWAR,0,0,0,0,0,34,1,0,DSL,Yes,0,1,1,1,1,One year,1,Bank transfer (automatic),79.95,2727.0,2.665
3230-IUALN,0,0,0,1,1,45,1,0,DSL,Yes,0,1,1,1,1,Two year,1,Mailed check,81.0,3533.0,2.7
3230-JCNZS,0,0,0,1,1,71,1,1,Fiber optic,Yes,1,1,0,1,0,Two year,1,Credit card (automatic),99.0,7061.0,3.3
3230-WYKIR,1,1,0,0,0,18,1,1,DSL,No,0,1,1,1,1,One year,1,Credit card (automatic),82.0,1425.0,2.7333333333333334
3234-VKACU,0,1,0,0,0,2,1,0,DSL,No,0,0,1,1,1,Month-to-month,0,Electronic check,70.3,132.0,2.3433333333333333
3235-ETOOB,1,1,0,1,0,8,1,0,Fiber optic,Yes,0,0,0,0,0,Month-to-month,1,Electronic check,74.5,609.0,2.4833333333333334
3237-AJGEH,1,0,0,1,1,3,0,0,DSL,No,0,0,1,0,0,Month-to-month,1,Mailed check,31.0,95.0,1.0333333333333334
3239-TPHPZ,0,0,0,1,0,12,1,0,No,No internet service,0,0,0,0,0,Two year,1,Electronic check,20.05,264.0,0.6683333333333333
3243-ZHOHY,0,0,0,0,0,16,1,0,No,No internet service,0,0,0,0,0,One year,0,Mailed check,20.1,296.0,0.67
3244-CQPHU,0,0,1,0,0,72,1,1,Fiber optic,Yes,1,0,1,1,1,Two year,1,Bank transfer (automatic),110.1,7746.0,3.67
3244-DCJWY,1,0,0,0,0,1,1,0,Fiber optic,No,0,0,0,0,0,Month-to-month,1,Electronic check,70.25,70.0,2.341666666666667
3247-MHJKM,0,1,0,0,0,1,1,0,No,No internet service,0,0,0,0,0,Month-to-month,0,Mailed check,20.2,20.0,0.6733333333333333
3247-ZVOUO,1,1,1,1,0,10,1,1,Fiber optic,No,0,0,0,0,1,Month-to-month,0,Electronic check,85.55,851.0,2.8516666666666666
3249-VHRIP,0,0,0,0,0,62,0,0,DSL,No,1,1,0,0,1,Two year,1,Credit card (automatic),43.6,2748.0,1.4533333333333334
3249-ZPQRG,1,1,0,0,0,4,1,1,Fiber optic,No,1,0,0,0,0,Month-to-month,0,Electronic check,78.45,330.0,2.615
3251-YMVWZ,0,1,0,0,0,53,1,1,No,No internet service,0,0,0,0,0,One year,0,Bank transfer (automatic),24.05,1301.0,0.8016666666666666
3253-HKOKL,0,0,0,1,1,52,1,0,Fiber optic,Yes,0,1,0,1,1,One year,0,Electronic check,100.3,5244.0,3.3433333333333333
3254-YRILK,1,1,1,0,0,19,1,1,Fiber optic,No,1,0,0,1,0,Month-to-month,1,Electronic check,88.2,1775.0,2.94
3255-GRXMG,0,1,0,0,1,18,1,0,DSL,No,0,0,0,0,0,Month-to-month,1,Credit card (automatic),45.65,747.0,1.5216666666666667
3256-EZDBI,0,1,1,1,0,51,0,0,DSL,No,1,0,0,0,0,Month-to-month,1,Credit card (automatic),29.45,1459.0,0.9816666666666667
3258-SANFR,0,1,1,0,0,6,1,0,DSL,No,0,0,0,0,0,Month-to-month,0,Credit card (automatic),44.7,276.0,1.49
3258-SYSWS,0,1,1,0,0,72,1,1,Fiber optic,Yes,1,1,1,1,1,Two year,0,Bank transfer (automatic),113.8,7845.0,3.7933333333333334
3258-ZKPAI,0,1,0,1,1,72,1,1,Fiber optic,Yes,1,1,1,1,1,Two year,1,Bank transfer (automatic),116.6,8337.0,3.8866666666666663
3259-FDWOY,1,1,0,1,1,71,1,1,Fiber optic,No,1,1,0,1,1,Two year,1,Bank transfer (automatic),106.0,7723.0,3.533333333333333
3259-KNMRR,0,1,1,0,0,57,1,1,DSL,No,1,1,0,1,1,Two year,1,Bank transfer (automatic),79.75,4438.0,2.658333333333333
3259-QMXUN,0,1,0,1,0,58,1,1,DSL,Yes,1,1,0,1,1,Two year,1,Electronic check,86.1,4890.0,2.8699999999999997
3261-CQXOL,0,0,0,1,1,71,1,1,No,No internet service,0,0,0,0,0,Two year,0,Bank transfer (automatic),25.45,1813.0,0.8483333333333333
3262-EIDHV,0,0,0,1,1,72,1,1,DSL,Yes,0,1,1,1,1,Two year,0,Credit card (automatic),84.7,5893.0,2.8233333333333333
3266-FTKHB,0,1,0,0,0,17,1,0,No,No internet service,0,0,0,0,0,Two year,0,Mailed check,19.15,343.0,0.6383333333333333
3269-ATYWD,1,1,1,0,0,39,1,1,Fiber optic,No,0,0,0,1,1,Month-to-month,1,Bank transfer (automatic),95.65,3759.0,3.1883333333333335
3272-VUHPV,0,0,0,1,1,8,1,0,DSL,No,1,0,1,0,0,Month-to-month,0,Bank transfer (automatic),56.3,401.0,1.8766666666666665
3274-NSDWE,0,0,0,0,0,68,1,0,No,No internet service,0,0,0,0,0,Two year,0,Credit card (automatic),19.6,1441.0,0.6533333333333334
3275-RHRNE,0,1,0,1,1,28,0,0,DSL,No,1,1,1,1,1,One year,1,Credit card (automatic),60.0,1682.0,2.0
3276-HDUEG,1,0,0,0,0,1,1,1,Fiber optic,No,0,0,0,0,0,Month-to-month,1,Mailed check,75.05,75.0,2.5016666666666665
3278-FSIXX,0,0,0,0,0,2,1,0,DSL,No,0,0,0,0,0,Month-to-month,1,Mailed check,45.25,74.0,1.5083333333333333
3279-DYZQM,0,1,0,1,1,71,1,0,No,No internet service,0,0,0,0,0,Two year,0,Mailed check,19.45,1378.0,0.6483333333333333
3280-MRDOF,0,1,1,0,0,30,1,1,DSL,No,0,1,1,1,0,Two year,1,Credit card (automatic),69.1,2093.0,2.3033333333333332
3280-NMUVX,0,1,0,1,1,34,1,0,No,No internet service,0,0,0,0,0,One year,0,Credit card (automatic),19.6,678.0,0.6533333333333334
3282-ZISZV,0,1,0,0,1,32,1,1,DSL,No,1,1,1,1,1,One year,0,Credit card (automatic),83.7,2633.0,2.79
3283-WCWXT,0,1,0,1,1,6,1,1,No,No internet service,0,0,0,0,0,Two year,0,Mailed check,25.4,153.0,0.8466666666666666
3284-SVCRO,0,0,0,1,0,45,1,1,No,No internet service,0,0,0,0,0,Two year,0,Mailed check,25.5,1121.0,0.85
3285-UCQVC,1,0,0,0,0,37,0,0,DSL,No,0,0,1,0,0,Month-to-month,0,Credit card (automatic),28.6,973.0,0.9533333333333334
3292-PBZEJ,0,1,1,0,0,11,1,1,Fiber optic,No,1,1,1,1,1,Month-to-month,1,Electronic check,111.4,1183.0,3.7133333333333334
3295-YVUSR,0,1,1,0,0,2,1,1,Fiber optic,No,0,0,0,0,0,Month-to-month,1,Mailed check,72.6,154.0,2.42
3296-SILRA,1,0,1,1,0,1,1,0,Fiber optic,No,1,0,0,0,0,Month-to-month,1,Mailed check,76.4,76.0,2.546666666666667
3298-QEICA,0,0,0,1,1,23,0,0,DSL,Yes,0,0,1,0,0,Two year,0,Mailed check,34.6,813.0,1.1533333333333333
3301-LSLWQ,0,0,0,0,0,29,1,1,DSL,Yes,0,0,0,0,1,Month-to-month,1,Electronic check,66.1,1912.0,2.203333333333333
3301-VKTGC,0,1,0,1,1,68,1,1,Fiber optic,Yes,1,0,0,0,0,One year,1,Bank transfer (automatic),85.5,5696.0,2.85
3307-TLCUD,0,1,0,1,0,17,0,0,DSL,Yes,0,1,0,0,0,Month-to-month,0,Mailed check,34.4,592.0,1.1466666666666667
3308-DGHKL,0,1,0,0,0,69,1,0,No,No internet service,0,0,0,0,0,Two year,1,Bank transfer (automatic),19.3,1447.0,0.6433333333333333
3308-JSGML,0,1,1,1,0,59,0,0,DSL,Yes,0,1,1,1,1,Two year,1,Credit card (automatic),64.05,3886.0,2.135
3308-MHOOC,0,1,0,0,1,1,1,0,No,No internet service,0,0,0,0,0,Month-to-month,1,Mailed check,19.2,19.0,0.64
3312-UUMZW,0,1,0,1,0,32,1,1,Fiber optic,No,1,0,0,1,1,Month-to-month,1,Credit card (automatic),98.85,3145.0,3.295
3312-ZWLGF,0,1,1,1,0,29,1,1,Fiber optic,No,0,0,1,0,0,Month-to-month,1,Electronic check,79.3,2414.0,2.643333333333333
3313-QKNKB,1,1,0,1,0,59,1,1,Fiber optic,No,0,0,0,0,1,One year,0,Electronic check,85.55,5084.0,2.8516666666666666
3315-IKYZQ,0,1,0,1,1,28,0,0,DSL,Yes,0,1,1,1,0,One year,0,Mailed check,50.8,1386.0,1.6933333333333331
3315-TOTBP,1,1,0,0,0,15,1,1,Fiber optic,No,0,0,0,0,0,Month-to-month,1,Mailed check,76.0,1130.0,2.533333333333333
3316-UWXUY,0,1,0,0,0,50,1,0,Fiber optic,Yes,1,0,1,0,1,Month-to-month,1,Credit card (automatic),93.5,4747.0,3.1166666666666667
3317-HRTNN,1,0,1,0,0,5,0,0,DSL,No,0,0,0,1,1,Month-to-month,0,Electronic check,45.7,198.0,1.5233333333333334
3317-VLGQT,0,0,0,1,0,14,1,0,Fiber optic,No,0,0,0,0,1,Month-to-month,1,Electronic check,78.1,1122.0,2.603333333333333
3318-ISQFQ,0,0,0,0,0,20,1,0,No,No internet service,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),19.5,413.0,0.65
3318-NMQXL,0,1,0,0,0,3,1,0,Fiber optic,No,0,0,0,1,1,Month-to-month,1,Electronic check,92.0,266.0,3.066666666666667
3318-OSATS,1,1,1,0,0,35,1,1,Fiber optic,No,0,0,0,1,1,Month-to-month,1,Electronic check,95.45,3474.0,3.1816666666666666
3319-DWOEP,1,1,1,1,0,6,1,0,Fiber optic,No,0,1,0,1,1,Month-to-month,1,Electronic check,95.75,573.0,3.191666666666667
3320-VEOYC,0,1,1,0,0,14,1,1,Fiber optic,No,0,0,0,1,1,Month-to-month,1,Electronic check,95.6,1273.0,3.1866666666666665
3323-CPBWR,0,1,0,0,0,23,1,1,Fiber optic,No,0,1,1,1,0,Month-to-month,1,Credit card (automatic),96.9,2085.0,3.23
3324-OIRTO,0,1,0,1,1,71,1,0,Fiber optic,Yes,1,1,0,1,1,One year,1,Bank transfer (automatic),104.65,7288.0,3.4883333333333337
3325-FUYCG,1,1,0,1,1,28,1,1,Fiber optic,Yes,1,0,0,1,1,One year,0,Electronic check,106.1,2847.0,3.5366666666666666
3327-YBAKM,0,0,0,1,0,64,1,0,Fiber optic,Yes,0,0,1,1,1,One year,1,Mailed check,96.9,6314.0,3.23
3329-WDIOK,1,0,0,0,0,3,0,0,DSL,No,1,0,0,1,1,Month-to-month,1,Electronic check,50.6,155.0,1.6866666666666668
3331-HQDTW,1,0,0,0,0,34,1,1,Fiber optic,Yes,1,1,0,1,1,Month-to-month,1,Mailed check,109.8,3587.0,3.6599999999999997
3334-CTHOL,1,0,0,0,0,1,1,1,DSL,No,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),49.95,49.0,1.665
3336-JORSO,1,0,1,0,0,33,1,1,Fiber optic,No,1,1,1,1,1,Month-to-month,1,Electronic check,110.45,3655.0,3.6816666666666666
3337-EUOON,0,1,0,1,1,69,1,1,No,No internet service,0,0,0,0,0,Two year,1,Bank transfer (automatic),26.0,1796.0,0.8666666666666667
3338-CVVEH,0,1,0,0,0,12,1,1,Fiber optic,No,0,0,0,1,1,Month-to-month,0,Electronic check,94.55,1173.0,3.1516666666666664
3339-EAQNV,0,1,1,1,0,72,1,1,Fiber optic,No,1,0,0,1,1,One year,1,Credit card (automatic),97.25,7133.0,3.2416666666666667
3340-QBBFM,0,1,1,1,0,36,1,0,DSL,No,0,1,1,0,0,One year,0,Credit card (automatic),54.1,1992.0,1.8033333333333335
3345-CSCIA,0,1,0,0,0,68,1,1,DSL,Yes,1,1,0,0,1,One year,1,Credit card (automatic),76.9,5023.0,2.5633333333333335
3345-JHUEO,0,1,0,0,0,4,1,0,No,No internet service,0,0,0,0,0,Month-to-month,1,Electronic check,20.2,55.0,0.6733333333333333
3345-PBBFH,0,1,0,1,0,8,1,0,DSL,No,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),49.55,393.0,1.6516666666666666
3346-BRMIS,1,0,1,1,0,18,0,0,DSL,No,0,1,0,1,1,Month-to-month,1,Electronic check,48.35,810.0,1.6116666666666668
3347-YJZZE,0,1,0,1,1,29,1,1,DSL,No,1,1,0,1,1,Month-to-month,0,Credit card (automatic),80.1,2211.0,2.67
3348-CFRNX,1,0,0,1,0,28,1,0,Fiber optic,Yes,0,0,0,1,1,Month-to-month,1,Mailed check,92.35,2602.0,3.078333333333333
3349-ANQNH,0,0,1,0,0,59,1,1,Fiber optic,No,0,1,0,1,1,One year,1,Electronic check,99.5,5890.0,3.316666666666667
3351-NGXYI,0,0,1,0,0,16,1,1,DSL,Yes,0,0,0,0,0,Month-to-month,1,Electronic check,54.1,889.0,1.8033333333333335
3351-NQLDI,1,0,0,1,1,67,1,1,Fiber optic,Yes,0,0,1,0,1,One year,1,Credit card (automatic),94.35,6341.0,3.145
3352-ALMCK,0,1,0,0,0,40,1,1,Fiber optic,No,1,1,0,1,1,Month-to-month,1,Mailed check,102.65,4108.0,3.421666666666667
3352-RICWQ,0,0,0,1,1,9,1,0,No,No internet service,0,0,0,0,0,Two year,0,Mailed check,19.75,210.0,0.6583333333333333
3354-OADJP,0,0,0,0,0,8,1,0,DSL,Yes,0,0,1,0,0,One year,0,Bank transfer (automatic),54.25,447.0,1.8083333333333333
3359-DSRKA,0,0,0,1,1,58,1,0,No,No internet service,0,0,0,0,0,Two year,1,Mailed check,19.85,1158.0,0.6616666666666667
3363-DTIVD,0,1,0,1,1,71,1,1,Fiber optic,Yes,0,1,0,1,1,Two year,0,Electronic check,105.55,7405.0,3.518333333333333
3363-EWLGO,0,0,0,0,0,5,1,0,No,No internet service,0,0,0,0,0,Month-to-month,0,Mailed check,19.95,109.0,0.6649999999999999
3365-SAIGS,0,0,0,0,0,17,1,0,Fiber optic,No,1,0,0,1,0,Month-to-month,1,Electronic check,83.55,1329.0,2.7849999999999997
3370-GQEAL,0,1,0,1,1,30,1,1,Fiber optic,No,0,0,0,1,0,Month-to-month,0,Electronic check,85.45,2509.0,2.8483333333333336
3370-HXOPH,0,0,0,0,0,3,1,1,Fiber optic,No,0,0,0,0,0,Month-to-month,0,Electronic check,76.1,257.0,2.5366666666666666
3372-CDXFJ,0,1,0,1,1,13,1,1,No,No internet service,0,0,0,0,0,One year,0,Bank transfer (automatic),24.5,343.0,0.8166666666666667
3372-KWFBM,1,1,1,0,0,16,1,1,Fiber optic,No,0,0,0,1,0,Month-to-month,1,Electronic check,86.6,1281.0,2.8866666666666663
3373-DIUUN,0,1,0,1,1,30,1,0,No,No internet service,0,0,0,0,0,Two year,0,Mailed check,21.25,711.0,0.7083333333333334
3373-YZZYM,0,1,0,1,1,1,1,0,No,No internet service,0,0,0,0,0,Month-to-month,0,Mailed check,19.2,19.0,0.64
3374-LXDEV,1,0,0,0,0,13,1,1,Fiber optic,No,1,1,1,0,0,Month-to-month,0,Electronic check,89.4,1132.0,2.98
3374-PZLXD,0,1,0,0,0,34,1,0,No,No internet service,0,0,0,0,0,Month-to-month,0,Mailed check,19.7,675.0,0.6566666666666666
3374-TTZTK,0,1,0,1,0,52,1,0,Fiber optic,Yes,1,1,1,1,1,Two year,1,Electronic check,106.3,5487.0,3.5433333333333334
3376-BMGFE,1,0,0,0,0,4,1,0,Fiber optic,No,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),70.9,273.0,2.3633333333333337
3378-AJRAO,0,1,0,1,1,44,1,1,No,No internet service,0,0,0,0,0,One year,0,Electronic check,24.85,1013.0,0.8283333333333334
3384-CTMSF,0,1,0,1,0,47,1,1,Fiber optic,No,1,1,0,1,1,Month-to-month,1,Electronic check,104.1,5135.0,3.4699999999999998
3387-PLKUI,0,0,0,1,1,13,1,0,No,No internet service,0,0,0,0,0,Month-to-month,0,Mailed check,18.8,251.0,0.6266666666666667
3387-VATUS,1,1,0,0,0,5,1,1,Fiber optic,No,0,0,0,1,1,Month-to-month,1,Bank transfer (automatic),94.85,462.0,3.1616666666666666
3389-KTRXV,0,0,0,1,1,23,1,1,No,No internet service,0,0,0,0,0,Two year,0,Mailed check,23.85,625.0,0.795
3389-YGYAI,1,0,1,0,0,8,1,1,Fiber optic,No,1,1,0,1,1,Month-to-month,1,Electronic check,105.5,829.0,3.5166666666666666
